AAJNHDNO_00002	K02338
AAJNHDNO_01956	0
AAJNHDNO_01957	K14977
AAJNHDNO_01958	0
AAJNHDNO_01959	K03710
AAJNHDNO_01960	0
AAJNHDNO_01961	K07783
AAJNHDNO_01962	K21699
AAJNHDNO_01963	K00001
AAJNHDNO_01964	0
AAJNHDNO_01965	K11020
AAJNHDNO_01966	0
AAJNHDNO_01967	0
AAJNHDNO_01968	0
AAJNHDNO_01970	K07483
AAJNHDNO_01971	K07497
AAJNHDNO_01972	K07491
AAJNHDNO_01973	K00526
AAJNHDNO_01974	K00525
AAJNHDNO_01975	K07661
AAJNHDNO_01976	K07639
AAJNHDNO_01977	K03704
AAJNHDNO_01978	0
AAJNHDNO_01979	K00563
AAJNHDNO_01980	K01439
AAJNHDNO_01981	0
AAJNHDNO_01982	K22132
AAJNHDNO_01983	K02362
AAJNHDNO_01984	0
AAJNHDNO_01985	0
AAJNHDNO_01986	0
AAJNHDNO_01987	K19246
AAJNHDNO_01988	0
AAJNHDNO_01989	K01792
AAJNHDNO_01990	K02569
AAJNHDNO_01991	K02568
AAJNHDNO_01992	K02567
AAJNHDNO_01993	K02570
AAJNHDNO_01994	K02572
AAJNHDNO_01995	K02571
AAJNHDNO_01996	0
AAJNHDNO_01997	K07660
AAJNHDNO_01998	K07637
AAJNHDNO_01999	K21084
AAJNHDNO_02000	0
AAJNHDNO_02001	K11103
AAJNHDNO_02002	K03566
AAJNHDNO_02003	0
AAJNHDNO_02004	0
AAJNHDNO_02005	K00249
AAJNHDNO_02006	0
AAJNHDNO_02007	K02742
AAJNHDNO_02008	0
AAJNHDNO_02009	0
AAJNHDNO_02010	K14058
AAJNHDNO_02011	0
AAJNHDNO_02012	K03757
AAJNHDNO_02013	K01482
AAJNHDNO_02014	K06714
AAJNHDNO_02015	K12410
AAJNHDNO_02016	K13694
AAJNHDNO_02017	0
AAJNHDNO_02018	K00588
AAJNHDNO_02019	0
AAJNHDNO_02020	0
AAJNHDNO_02021	K07397
AAJNHDNO_02022	K19784
AAJNHDNO_02023	K06911
AAJNHDNO_02024	0
AAJNHDNO_02025	K03455
AAJNHDNO_02026	0
AAJNHDNO_02027	0
AAJNHDNO_02028	K06911
AAJNHDNO_02029	K00635
AAJNHDNO_02030	0
AAJNHDNO_02031	0
AAJNHDNO_02032	0
AAJNHDNO_02033	0
AAJNHDNO_02034	0
AAJNHDNO_02035	K01649
AAJNHDNO_02036	0
AAJNHDNO_02037	0
AAJNHDNO_02038	0
AAJNHDNO_02039	K15646
AAJNHDNO_02040	K08304
AAJNHDNO_02041	0
AAJNHDNO_02042	K00355
AAJNHDNO_02043	K00355
AAJNHDNO_02044	0
AAJNHDNO_02045	0
AAJNHDNO_02046	0
AAJNHDNO_02047	0
AAJNHDNO_02048	0
AAJNHDNO_02049	0
AAJNHDNO_02050	0
AAJNHDNO_02051	0
AAJNHDNO_02052	0
AAJNHDNO_02053	0
AAJNHDNO_02054	K03446
AAJNHDNO_02055	K03543
AAJNHDNO_02056	0
AAJNHDNO_02057	0
AAJNHDNO_02058	0
AAJNHDNO_02059	0
AAJNHDNO_02060	0
AAJNHDNO_02061	0
AAJNHDNO_02062	0
AAJNHDNO_02063	0
AAJNHDNO_02064	0
AAJNHDNO_02065	K06148
AAJNHDNO_02066	K02022
AAJNHDNO_02067	K12538
AAJNHDNO_02068	K01406
AAJNHDNO_02069	0
AAJNHDNO_02070	K03406
AAJNHDNO_02071	K13609
AAJNHDNO_02072	K13877
AAJNHDNO_02073	K01714
AAJNHDNO_02074	0
AAJNHDNO_02075	K02028
AAJNHDNO_02076	K02029
AAJNHDNO_02077	K09123
AAJNHDNO_02078	K02030
AAJNHDNO_02079	0
AAJNHDNO_02080	0
AAJNHDNO_02081	0
AAJNHDNO_02082	0
AAJNHDNO_02083	0
AAJNHDNO_02084	0
AAJNHDNO_02085	0
AAJNHDNO_02086	K21061
AAJNHDNO_02087	K12658
AAJNHDNO_02088	0
AAJNHDNO_02089	0
AAJNHDNO_02090	K16092
AAJNHDNO_02091	K19221
AAJNHDNO_02092	K02224
AAJNHDNO_02093	K04719
AAJNHDNO_02094	K02227
AAJNHDNO_02095	K00817
AAJNHDNO_02096	K02232
AAJNHDNO_02097	K02231
AAJNHDNO_02098	K00768
AAJNHDNO_02099	K02226
AAJNHDNO_02100	K02233
AAJNHDNO_02101	K08167
AAJNHDNO_02102	0
AAJNHDNO_02103	0
AAJNHDNO_02104	0
AAJNHDNO_02105	0
AAJNHDNO_02106	K00432
AAJNHDNO_02108	0
AAJNHDNO_02109	K19047
AAJNHDNO_02110	0
AAJNHDNO_02111	K01011
AAJNHDNO_02113	K02453
AAJNHDNO_02114	0
AAJNHDNO_02115	K01784
AAJNHDNO_02116	K13004
AAJNHDNO_02117	K09691
AAJNHDNO_02118	0
AAJNHDNO_02119	0
AAJNHDNO_02120	0
AAJNHDNO_02121	0
AAJNHDNO_02122	0
AAJNHDNO_02123	K20444
AAJNHDNO_02124	K00860
AAJNHDNO_02125	0
AAJNHDNO_02126	K07497
AAJNHDNO_02128	0
AAJNHDNO_02129	0
AAJNHDNO_02130	0
AAJNHDNO_02132	0
AAJNHDNO_02133	0
AAJNHDNO_02134	0
AAJNHDNO_02135	0
AAJNHDNO_02136	0
AAJNHDNO_02137	0
AAJNHDNO_02138	0
AAJNHDNO_02139	K07076
AAJNHDNO_02140	K06969
AAJNHDNO_02141	K05802
AAJNHDNO_02142	0
AAJNHDNO_02143	K11073
AAJNHDNO_02144	0
AAJNHDNO_02145	0
AAJNHDNO_02146	0
AAJNHDNO_02147	0
AAJNHDNO_02148	0
AAJNHDNO_02149	K00104
AAJNHDNO_02150	K01652
AAJNHDNO_02151	K03307
AAJNHDNO_02152	0
AAJNHDNO_02153	0
AAJNHDNO_02154	K01479
AAJNHDNO_02155	0
AAJNHDNO_02156	K03406
AAJNHDNO_02157	K05812
AAJNHDNO_02158	0
AAJNHDNO_02159	0
AAJNHDNO_02160	0
AAJNHDNO_02161	K03827
AAJNHDNO_02162	K01537
AAJNHDNO_02163	K15852
AAJNHDNO_02164	0
AAJNHDNO_02165	K13060
AAJNHDNO_02166	0
AAJNHDNO_02167	0
AAJNHDNO_02168	K21135
AAJNHDNO_02169	K21133
AAJNHDNO_02170	K07665
AAJNHDNO_02171	K07644
AAJNHDNO_02172	K09790
AAJNHDNO_02173	K07039
AAJNHDNO_02174	K02414
AAJNHDNO_02175	K02415
AAJNHDNO_02176	K02416
AAJNHDNO_02177	K02417
AAJNHDNO_02178	K02418
AAJNHDNO_02179	K02419
AAJNHDNO_02180	K02420
AAJNHDNO_02181	K02421
AAJNHDNO_02182	K02401
AAJNHDNO_02183	K06872
AAJNHDNO_02184	K06872
AAJNHDNO_02185	K02400
AAJNHDNO_02186	K02404
AAJNHDNO_02187	K04562
AAJNHDNO_02188	K02405
AAJNHDNO_02189	K03413
AAJNHDNO_02190	K03414
AAJNHDNO_02191	K03407
AAJNHDNO_02192	K03412
AAJNHDNO_02193	K02556
AAJNHDNO_02194	K02557
AAJNHDNO_02195	K03496
AAJNHDNO_02196	K03408
AAJNHDNO_02197	K03408
AAJNHDNO_02198	0
AAJNHDNO_02200	0
AAJNHDNO_02201	0
AAJNHDNO_02202	0
AAJNHDNO_02203	0
AAJNHDNO_02204	0
AAJNHDNO_02205	0
AAJNHDNO_02206	0
AAJNHDNO_02207	0
AAJNHDNO_02208	0
AAJNHDNO_02209	0
AAJNHDNO_02211	0
AAJNHDNO_02212	0
AAJNHDNO_02214	0
AAJNHDNO_02215	0
AAJNHDNO_02216	0
AAJNHDNO_02218	0
AAJNHDNO_02219	0
AAJNHDNO_02221	0
AAJNHDNO_02222	0
AAJNHDNO_02223	0
AAJNHDNO_02224	0
AAJNHDNO_02225	0
AAJNHDNO_02226	0
AAJNHDNO_02227	0
AAJNHDNO_02228	0
AAJNHDNO_02230	0
AAJNHDNO_02232	0
AAJNHDNO_02235	0
AAJNHDNO_02237	0
AAJNHDNO_02238	0
AAJNHDNO_02239	0
AAJNHDNO_02240	0
AAJNHDNO_02241	0
AAJNHDNO_02242	0
AAJNHDNO_02243	0
AAJNHDNO_02244	0
AAJNHDNO_02245	0
AAJNHDNO_02247	0
AAJNHDNO_02248	0
AAJNHDNO_02249	0
AAJNHDNO_02251	0
AAJNHDNO_02252	0
AAJNHDNO_02253	K00799
AAJNHDNO_02254	0
AAJNHDNO_02255	0
AAJNHDNO_02256	K05810
AAJNHDNO_02257	K00059
AAJNHDNO_02258	0
AAJNHDNO_02259	K03817
AAJNHDNO_02260	K04061
AAJNHDNO_02261	0
AAJNHDNO_02262	K02193
AAJNHDNO_02263	K02194
AAJNHDNO_02264	K02195
AAJNHDNO_02265	K02196
AAJNHDNO_02266	K02197
AAJNHDNO_02267	K02198
AAJNHDNO_02268	K02199
AAJNHDNO_02269	K02200
AAJNHDNO_02270	K02200
AAJNHDNO_02271	0
AAJNHDNO_02272	0
AAJNHDNO_02273	0
AAJNHDNO_02274	K01266
AAJNHDNO_02275	K00864
AAJNHDNO_02276	0
AAJNHDNO_02277	K00111
AAJNHDNO_02278	K02444
AAJNHDNO_02279	K04023
AAJNHDNO_02280	0
AAJNHDNO_02281	K02048
AAJNHDNO_02282	0
AAJNHDNO_02283	0
AAJNHDNO_02284	K10716
AAJNHDNO_02285	K08717
AAJNHDNO_02286	K00873
AAJNHDNO_02287	K11529
AAJNHDNO_02288	K00042
AAJNHDNO_02289	K01816
AAJNHDNO_02290	K01608
AAJNHDNO_02291	0
AAJNHDNO_02292	K09017
AAJNHDNO_02293	K03639
AAJNHDNO_02294	0
AAJNHDNO_02295	K03458
AAJNHDNO_02296	0
AAJNHDNO_02297	0
AAJNHDNO_02298	0
AAJNHDNO_02299	K11904
AAJNHDNO_02300	K11903
AAJNHDNO_02301	0
AAJNHDNO_02302	K01483
AAJNHDNO_02303	K01477
AAJNHDNO_02304	0
AAJNHDNO_02305	K01452
AAJNHDNO_02306	K07127
AAJNHDNO_02307	K06901
AAJNHDNO_02308	0
AAJNHDNO_02309	0
AAJNHDNO_02310	K03684
AAJNHDNO_02311	K09902
AAJNHDNO_02312	0
AAJNHDNO_02313	0
AAJNHDNO_02314	0
AAJNHDNO_02315	K09160
AAJNHDNO_02316	K03088
AAJNHDNO_02317	K07165
AAJNHDNO_02318	K16087
AAJNHDNO_02319	K03100
AAJNHDNO_02320	K01354
AAJNHDNO_02321	0
AAJNHDNO_02322	0
AAJNHDNO_02323	0
AAJNHDNO_02324	0
AAJNHDNO_02325	0
AAJNHDNO_02326	K00830
AAJNHDNO_02327	K05306
AAJNHDNO_02328	0
AAJNHDNO_02329	0
AAJNHDNO_02330	0
AAJNHDNO_02331	0
AAJNHDNO_02332	0
AAJNHDNO_02333	K02297
AAJNHDNO_02334	K02274
AAJNHDNO_02335	K02276
AAJNHDNO_02336	K02300
AAJNHDNO_02337	K02257
AAJNHDNO_02338	K16090
AAJNHDNO_02339	0
AAJNHDNO_02340	0
AAJNHDNO_02341	0
AAJNHDNO_02342	K01754
AAJNHDNO_02343	K01173
AAJNHDNO_02344	0
AAJNHDNO_02345	0
AAJNHDNO_02346	0
AAJNHDNO_02347	0
AAJNHDNO_02348	0
AAJNHDNO_02349	0
AAJNHDNO_02350	K10680
AAJNHDNO_02351	K10126
AAJNHDNO_02352	K10125
AAJNHDNO_02353	K01424
AAJNHDNO_02354	K00681
AAJNHDNO_02355	K02028
AAJNHDNO_02356	K10002
AAJNHDNO_02357	K02029
AAJNHDNO_02358	K10001
AAJNHDNO_02359	0
AAJNHDNO_02360	0
AAJNHDNO_02361	0
AAJNHDNO_02362	K01584
AAJNHDNO_02363	0
AAJNHDNO_02365	0
AAJNHDNO_02367	0
AAJNHDNO_02368	K03088
AAJNHDNO_02369	0
AAJNHDNO_02370	K04750
AAJNHDNO_02371	0
AAJNHDNO_02372	0
AAJNHDNO_02373	0
AAJNHDNO_02374	0
AAJNHDNO_02375	0
AAJNHDNO_02376	0
AAJNHDNO_02377	K11939
AAJNHDNO_02378	K03327
AAJNHDNO_02380	0
AAJNHDNO_02381	0
AAJNHDNO_02382	0
AAJNHDNO_02383	0
AAJNHDNO_02384	0
AAJNHDNO_02385	0
AAJNHDNO_02386	0
AAJNHDNO_02387	0
AAJNHDNO_02388	0
AAJNHDNO_02390	0
AAJNHDNO_02391	0
AAJNHDNO_02393	0
AAJNHDNO_02394	0
AAJNHDNO_02395	0
AAJNHDNO_02397	0
AAJNHDNO_02398	0
AAJNHDNO_02400	0
AAJNHDNO_02401	0
AAJNHDNO_02402	0
AAJNHDNO_02403	0
AAJNHDNO_02404	0
AAJNHDNO_02405	0
AAJNHDNO_02406	0
AAJNHDNO_02407	0
AAJNHDNO_02409	0
AAJNHDNO_02411	0
AAJNHDNO_02414	0
AAJNHDNO_02417	0
AAJNHDNO_02418	0
AAJNHDNO_02419	0
AAJNHDNO_02420	0
AAJNHDNO_02421	0
AAJNHDNO_02422	0
AAJNHDNO_02423	0
AAJNHDNO_02424	0
AAJNHDNO_02425	0
AAJNHDNO_02427	0
AAJNHDNO_02428	0
AAJNHDNO_02429	0
AAJNHDNO_02431	0
AAJNHDNO_02432	0
AAJNHDNO_02433	K03088
AAJNHDNO_02434	K07165
AAJNHDNO_02435	K02014
AAJNHDNO_02436	K04095
AAJNHDNO_02437	0
AAJNHDNO_02438	0
AAJNHDNO_02439	0
AAJNHDNO_02440	0
AAJNHDNO_02441	K09458
AAJNHDNO_02442	0
AAJNHDNO_02443	K03473
AAJNHDNO_02444	K00906
AAJNHDNO_02445	K03825
AAJNHDNO_02446	K01487
AAJNHDNO_02447	K07402
AAJNHDNO_02448	K13482
AAJNHDNO_02449	K13481
AAJNHDNO_02450	K00496
AAJNHDNO_02451	0
AAJNHDNO_02452	K03529
AAJNHDNO_02453	K03528
AAJNHDNO_02454	K01972
AAJNHDNO_02455	0
AAJNHDNO_02456	K07504
AAJNHDNO_02457	K02030
AAJNHDNO_02458	K02343
AAJNHDNO_02459	K09747
AAJNHDNO_02460	K06187
AAJNHDNO_02461	K00249
AAJNHDNO_02462	K09925
AAJNHDNO_02463	K00248
AAJNHDNO_02464	K03379
AAJNHDNO_02465	0
AAJNHDNO_02466	K11742
AAJNHDNO_02467	K11743
AAJNHDNO_02468	K07044
AAJNHDNO_02469	K00759
AAJNHDNO_02470	K01420
AAJNHDNO_02471	0
AAJNHDNO_02472	K02495
AAJNHDNO_02473	K09792
AAJNHDNO_02474	0
AAJNHDNO_02475	K01533
AAJNHDNO_02476	K09926
AAJNHDNO_02477	0
AAJNHDNO_02478	K00406
AAJNHDNO_02479	K00407
AAJNHDNO_02480	K00405
AAJNHDNO_02481	K00404
AAJNHDNO_02482	K00406
AAJNHDNO_02483	K00407
AAJNHDNO_02484	K00405
AAJNHDNO_02485	K00404
AAJNHDNO_02486	K07020
AAJNHDNO_02487	0
AAJNHDNO_02488	K03776
AAJNHDNO_02489	K01681
AAJNHDNO_02490	K06968
AAJNHDNO_02491	K04085
AAJNHDNO_02492	0
AAJNHDNO_02493	K01915
AAJNHDNO_02494	0
AAJNHDNO_02495	0
AAJNHDNO_02496	K07783
AAJNHDNO_02497	0
AAJNHDNO_02498	0
AAJNHDNO_02499	0
AAJNHDNO_02500	K09974
AAJNHDNO_02501	K09913
AAJNHDNO_02502	0
AAJNHDNO_02503	K00020
AAJNHDNO_02504	K09922
AAJNHDNO_02505	0
AAJNHDNO_02506	K06940
AAJNHDNO_02507	0
AAJNHDNO_02508	K01647
AAJNHDNO_02509	K00241
AAJNHDNO_02510	K00242
AAJNHDNO_02511	K00239
AAJNHDNO_02512	K00240
AAJNHDNO_02513	K00164
AAJNHDNO_02514	K00658
AAJNHDNO_02515	K00382
AAJNHDNO_02516	K01903
AAJNHDNO_02517	K01902
AAJNHDNO_02518	K03311
AAJNHDNO_02519	0
AAJNHDNO_02520	0
AAJNHDNO_02521	0
AAJNHDNO_02522	0
AAJNHDNO_02523	0
AAJNHDNO_02524	K04079
AAJNHDNO_02525	0
AAJNHDNO_02526	K00606
AAJNHDNO_02527	0
AAJNHDNO_02528	0
AAJNHDNO_02529	0
AAJNHDNO_02530	K07302
AAJNHDNO_02531	K22296
AAJNHDNO_02532	0
AAJNHDNO_02533	0
AAJNHDNO_02534	0
AAJNHDNO_02535	0
AAJNHDNO_02536	K03406
AAJNHDNO_02537	K00647
AAJNHDNO_02538	K01716
AAJNHDNO_02539	K20974
AAJNHDNO_02540	0
AAJNHDNO_02541	K02014
AAJNHDNO_02542	K00057
AAJNHDNO_02543	0
AAJNHDNO_02544	K08296
AAJNHDNO_02545	0
AAJNHDNO_02546	K19222
AAJNHDNO_02547	0
AAJNHDNO_02548	0
AAJNHDNO_02549	0
AAJNHDNO_02550	0
AAJNHDNO_02551	K11209
AAJNHDNO_02552	0
AAJNHDNO_02553	0
AAJNHDNO_02554	K03449
AAJNHDNO_02555	0
AAJNHDNO_02556	K00074
AAJNHDNO_02557	K01692
AAJNHDNO_02558	0
AAJNHDNO_02559	K06446
AAJNHDNO_02560	K01545
AAJNHDNO_02561	K01546
AAJNHDNO_02562	K01547
AAJNHDNO_02563	K01548
AAJNHDNO_02564	K07646
AAJNHDNO_02565	K07667
AAJNHDNO_02566	K01425
AAJNHDNO_02567	0
AAJNHDNO_02568	K07001
AAJNHDNO_02569	0
AAJNHDNO_02570	K01008
AAJNHDNO_02571	K06917
AAJNHDNO_02572	0
AAJNHDNO_02573	0
AAJNHDNO_02574	0
AAJNHDNO_02575	K03406
AAJNHDNO_02576	0
AAJNHDNO_02577	K07119
AAJNHDNO_02578	0
AAJNHDNO_02579	K03453
AAJNHDNO_02580	K05782
AAJNHDNO_02581	0
AAJNHDNO_02582	0
AAJNHDNO_02583	0
AAJNHDNO_02584	K00799
AAJNHDNO_02585	K11910
AAJNHDNO_02586	K11901
AAJNHDNO_02587	K11900
AAJNHDNO_02588	K11905
AAJNHDNO_02589	K11896
AAJNHDNO_02590	K11895
AAJNHDNO_02591	K11907
AAJNHDNO_02592	K11914
AAJNHDNO_02593	0
AAJNHDNO_02594	K11894
AAJNHDNO_02595	K11906
AAJNHDNO_02596	K11893
AAJNHDNO_02597	K11892
AAJNHDNO_02598	K11891
AAJNHDNO_02599	K11915
AAJNHDNO_02600	K08282
AAJNHDNO_02601	K06996
AAJNHDNO_02602	K07216
AAJNHDNO_02603	K01495
AAJNHDNO_02604	0
AAJNHDNO_02605	0
AAJNHDNO_02606	0
AAJNHDNO_02607	K07320
AAJNHDNO_02608	0
AAJNHDNO_02609	K06889
AAJNHDNO_02610	K01736
AAJNHDNO_02611	K05820
AAJNHDNO_02612	K08964
AAJNHDNO_02613	K08967
AAJNHDNO_02614	K09880
AAJNHDNO_02615	0
AAJNHDNO_02616	K01247
AAJNHDNO_02617	K00797
AAJNHDNO_02618	0
AAJNHDNO_02619	0
AAJNHDNO_02620	K03229
AAJNHDNO_02621	K03228
AAJNHDNO_02622	K03227
AAJNHDNO_02623	K03226
AAJNHDNO_02624	K03225
AAJNHDNO_02625	K04057
AAJNHDNO_02626	K04056
AAJNHDNO_02627	K03224
AAJNHDNO_02628	K04058
AAJNHDNO_02629	0
AAJNHDNO_02630	0
AAJNHDNO_02631	K04059
AAJNHDNO_02632	K04060
AAJNHDNO_02633	K03230
AAJNHDNO_02634	0
AAJNHDNO_02635	0
AAJNHDNO_02636	0
AAJNHDNO_02637	0
AAJNHDNO_02638	0
AAJNHDNO_02639	0
AAJNHDNO_02640	0
AAJNHDNO_02642	0
AAJNHDNO_02643	K20968
AAJNHDNO_02644	0
AAJNHDNO_02645	K04049
AAJNHDNO_02646	K03219
AAJNHDNO_02647	K03220
AAJNHDNO_02649	K03221
AAJNHDNO_02650	K04051
AAJNHDNO_02651	K04052
AAJNHDNO_02652	K04053
AAJNHDNO_02653	K03222
AAJNHDNO_02654	K04054
AAJNHDNO_02655	K03223
AAJNHDNO_02656	K05349
AAJNHDNO_02657	K21023
AAJNHDNO_02658	0
AAJNHDNO_02659	0
AAJNHDNO_02660	0
AAJNHDNO_02661	0
AAJNHDNO_02662	0
AAJNHDNO_02663	K07395
AAJNHDNO_02664	0
AAJNHDNO_02665	K07088
AAJNHDNO_02667	K00626
AAJNHDNO_02668	K01782
AAJNHDNO_02669	0
AAJNHDNO_02670	0
AAJNHDNO_02671	0
AAJNHDNO_02672	0
AAJNHDNO_02673	K01951
AAJNHDNO_02674	0
AAJNHDNO_02675	0
AAJNHDNO_02676	0
AAJNHDNO_02677	0
AAJNHDNO_02679	K01692
AAJNHDNO_02680	K06975
AAJNHDNO_02681	K01626
AAJNHDNO_02682	0
AAJNHDNO_02683	K00077
AAJNHDNO_02684	0
AAJNHDNO_02685	K13634
AAJNHDNO_02686	0
AAJNHDNO_02687	K00390
AAJNHDNO_02688	K02203
AAJNHDNO_02689	K01665
AAJNHDNO_02690	K03556
AAJNHDNO_02691	K03556
AAJNHDNO_02692	0
AAJNHDNO_02693	K06992
AAJNHDNO_02694	0
AAJNHDNO_02695	0
AAJNHDNO_02696	0
AAJNHDNO_02697	0
AAJNHDNO_02698	0
AAJNHDNO_02699	0
AAJNHDNO_02700	K09773
AAJNHDNO_02701	K01007
AAJNHDNO_02702	0
AAJNHDNO_02703	K02553
AAJNHDNO_02704	K16074
AAJNHDNO_02705	0
AAJNHDNO_02706	0
AAJNHDNO_02707	K03088
AAJNHDNO_02708	K03286
AAJNHDNO_02709	K02303
AAJNHDNO_02711	K00363
AAJNHDNO_02712	K00362
AAJNHDNO_02713	0
AAJNHDNO_02714	K02575
AAJNHDNO_02715	K01729
AAJNHDNO_02716	K07183
AAJNHDNO_02717	K15576
AAJNHDNO_02718	K01682
AAJNHDNO_02719	K06938
AAJNHDNO_02720	K14055
AAJNHDNO_02721	K06169
AAJNHDNO_02722	0
AAJNHDNO_02723	K03269
AAJNHDNO_02724	K03768
AAJNHDNO_02725	K01886
AAJNHDNO_02726	K01883
AAJNHDNO_02727	K01491
AAJNHDNO_02732	0
AAJNHDNO_02735	0
AAJNHDNO_02736	K02484
AAJNHDNO_02737	K02483
AAJNHDNO_02738	K03545
AAJNHDNO_02739	K01358
AAJNHDNO_02740	K03544
AAJNHDNO_02741	K01338
AAJNHDNO_02742	K03530
AAJNHDNO_02744	K03770
AAJNHDNO_02745	K00208
AAJNHDNO_02746	K13896
AAJNHDNO_02747	K13895
AAJNHDNO_02748	K13894
AAJNHDNO_02749	K02035
AAJNHDNO_02750	K02035
AAJNHDNO_02751	K08307
AAJNHDNO_02752	K01069
AAJNHDNO_02753	0
AAJNHDNO_02754	K03469
AAJNHDNO_02755	K02342
AAJNHDNO_02756	K06893
AAJNHDNO_02757	K01582
AAJNHDNO_02758	K03294
AAJNHDNO_02759	K03314
AAJNHDNO_02760	K01692
AAJNHDNO_02761	0
AAJNHDNO_02762	K03426
AAJNHDNO_02763	K07090
AAJNHDNO_02764	0
AAJNHDNO_02765	0
AAJNHDNO_02766	K00059
AAJNHDNO_02767	0
AAJNHDNO_02768	0
AAJNHDNO_02769	0
AAJNHDNO_02770	0
AAJNHDNO_02771	K04774
AAJNHDNO_02772	K00001
AAJNHDNO_02773	0
AAJNHDNO_02774	0
AAJNHDNO_02775	0
AAJNHDNO_02776	0
AAJNHDNO_02777	K00381
AAJNHDNO_02778	0
AAJNHDNO_02779	0
AAJNHDNO_02780	K06941
AAJNHDNO_02781	0
AAJNHDNO_02782	K19055
AAJNHDNO_02783	0
AAJNHDNO_02784	K00548
AAJNHDNO_02785	0
AAJNHDNO_02786	0
AAJNHDNO_02787	0
AAJNHDNO_02788	K07400
AAJNHDNO_02789	0
AAJNHDNO_02790	K09984
AAJNHDNO_02791	0
AAJNHDNO_02792	0
AAJNHDNO_02793	0
AAJNHDNO_02794	0
AAJNHDNO_02795	K07168
AAJNHDNO_02796	0
AAJNHDNO_02797	K00404
AAJNHDNO_02798	K09781
AAJNHDNO_02800	K04343
AAJNHDNO_02801	0
AAJNHDNO_02802	0
AAJNHDNO_02803	K02017
AAJNHDNO_02804	K02018
AAJNHDNO_02805	K02020
AAJNHDNO_02806	K09017
AAJNHDNO_02807	0
AAJNHDNO_02808	K10844
AAJNHDNO_02809	0
AAJNHDNO_02810	K02452
AAJNHDNO_02811	K02453
AAJNHDNO_02812	K02078
AAJNHDNO_02813	0
AAJNHDNO_02814	K08642
AAJNHDNO_02815	0
AAJNHDNO_02816	K16074
AAJNHDNO_02817	K20276
AAJNHDNO_02818	K12543
AAJNHDNO_02819	K12541
AAJNHDNO_02820	K02022
AAJNHDNO_02821	K07023
AAJNHDNO_02822	0
AAJNHDNO_02823	K07303
AAJNHDNO_02824	K07302
AAJNHDNO_02825	K03297
AAJNHDNO_02826	K00330
AAJNHDNO_02827	0
AAJNHDNO_02828	0
AAJNHDNO_02829	K02336
AAJNHDNO_02831	0
AAJNHDNO_02832	0
AAJNHDNO_02833	0
AAJNHDNO_02834	K00799
AAJNHDNO_02835	0
AAJNHDNO_02836	0
AAJNHDNO_02837	K01434
AAJNHDNO_02838	0
AAJNHDNO_02839	0
AAJNHDNO_02840	0
AAJNHDNO_02841	0
AAJNHDNO_02842	K07782
AAJNHDNO_02843	K20260
AAJNHDNO_02844	K20260
AAJNHDNO_02845	K01626
AAJNHDNO_02846	K01252
AAJNHDNO_02847	K13063
AAJNHDNO_02848	K06998
AAJNHDNO_02849	K20262
AAJNHDNO_02851	0
AAJNHDNO_02852	0
AAJNHDNO_02853	0
AAJNHDNO_02854	0
AAJNHDNO_02855	0
AAJNHDNO_02856	K02014
AAJNHDNO_02857	K07165
AAJNHDNO_02858	K03088
AAJNHDNO_02859	0
AAJNHDNO_02860	0
AAJNHDNO_02862	K09684
AAJNHDNO_02863	0
AAJNHDNO_02864	K06995
AAJNHDNO_02865	0
AAJNHDNO_02866	K04069
AAJNHDNO_02867	0
AAJNHDNO_02868	K21636
AAJNHDNO_02869	0
AAJNHDNO_02870	K16089
AAJNHDNO_02872	0
AAJNHDNO_02873	0
AAJNHDNO_02874	K09136
AAJNHDNO_02875	K00549
AAJNHDNO_02876	K03790
AAJNHDNO_02877	0
AAJNHDNO_02878	K03406
AAJNHDNO_02879	K03518
AAJNHDNO_02880	K11178
AAJNHDNO_02881	K11177
AAJNHDNO_02882	0
AAJNHDNO_02883	0
AAJNHDNO_02885	0
AAJNHDNO_02886	0
AAJNHDNO_02887	0
AAJNHDNO_02888	0
AAJNHDNO_02889	0
AAJNHDNO_02890	0
AAJNHDNO_02891	K18219
AAJNHDNO_02892	K10439
AAJNHDNO_02893	K10441
AAJNHDNO_02894	K10440
AAJNHDNO_02895	K02529
AAJNHDNO_02896	K00852
AAJNHDNO_02897	0
AAJNHDNO_02898	0
AAJNHDNO_02899	K06992
AAJNHDNO_02900	0
AAJNHDNO_02901	0
AAJNHDNO_02902	0
AAJNHDNO_02903	0
AAJNHDNO_02904	K03811
AAJNHDNO_02905	K06153
AAJNHDNO_02906	0
AAJNHDNO_02907	0
AAJNHDNO_02908	K01118
AAJNHDNO_02910	0
AAJNHDNO_02912	K01826
AAJNHDNO_02913	0
AAJNHDNO_02914	0
AAJNHDNO_02915	0
AAJNHDNO_02916	0
AAJNHDNO_02917	K03311
AAJNHDNO_02918	K03760
AAJNHDNO_02919	0
AAJNHDNO_02920	0
AAJNHDNO_02921	0
AAJNHDNO_02922	K20975
AAJNHDNO_02923	0
AAJNHDNO_02924	K07684
AAJNHDNO_02926	K07675
AAJNHDNO_02927	0
AAJNHDNO_02928	0
AAJNHDNO_02929	K00114
AAJNHDNO_02930	0
AAJNHDNO_02931	K00138
AAJNHDNO_02932	K06135
AAJNHDNO_02933	K06136
AAJNHDNO_02934	K06137
AAJNHDNO_02935	K06138
AAJNHDNO_02936	K06139
