query	KEGG
NGEEOFDF_01931	K01185
NGEEOFDF_01932	0
NGEEOFDF_01934	K14744
NGEEOFDF_01935	0
NGEEOFDF_01936	K07451
NGEEOFDF_01937	K07474
NGEEOFDF_01938	0
NGEEOFDF_01939	0
NGEEOFDF_01940	0
NGEEOFDF_01941	0
NGEEOFDF_01942	0
NGEEOFDF_01943	0
NGEEOFDF_01944	0
NGEEOFDF_01945	0
NGEEOFDF_01946	0
NGEEOFDF_01947	0
NGEEOFDF_01948	0
NGEEOFDF_01949	0
NGEEOFDF_01950	0
NGEEOFDF_01951	0
NGEEOFDF_01952	0
NGEEOFDF_01953	0
NGEEOFDF_01954	0
NGEEOFDF_01955	K04565
NGEEOFDF_01956	0
NGEEOFDF_01957	0
NGEEOFDF_01958	0
NGEEOFDF_01959	0
NGEEOFDF_01960	0
NGEEOFDF_01961	0
NGEEOFDF_01962	0
NGEEOFDF_01963	K14061
NGEEOFDF_01964	K09475
NGEEOFDF_01965	K09475
NGEEOFDF_01966	K03737
NGEEOFDF_01967	0
NGEEOFDF_01968	K03668
NGEEOFDF_01969	K03778
NGEEOFDF_01970	0
NGEEOFDF_01971	0
NGEEOFDF_01972	K09978
NGEEOFDF_01973	K12516
NGEEOFDF_01974	K12516
NGEEOFDF_01975	K05275
NGEEOFDF_01976	0
NGEEOFDF_01977	K00995
NGEEOFDF_01978	K00981
NGEEOFDF_01979	0
NGEEOFDF_01980	K01090
NGEEOFDF_01981	K01118
NGEEOFDF_01982	K03578
NGEEOFDF_01984	0
NGEEOFDF_01985	0
NGEEOFDF_01986	0
NGEEOFDF_01987	0
NGEEOFDF_01988	K07248
NGEEOFDF_01989	K00134
NGEEOFDF_01990	K12262
NGEEOFDF_01991	K03646
NGEEOFDF_01993	K03406
NGEEOFDF_01994	K02623
NGEEOFDF_01995	0
NGEEOFDF_01996	K03670
NGEEOFDF_01997	K09794
NGEEOFDF_01998	K03817
NGEEOFDF_01999	0
NGEEOFDF_02000	K03304
NGEEOFDF_02001	K16868
NGEEOFDF_02002	0
NGEEOFDF_02003	K05782
NGEEOFDF_02004	0
NGEEOFDF_02005	K08303
NGEEOFDF_02006	0
NGEEOFDF_02007	K07339
NGEEOFDF_02008	K18843
NGEEOFDF_02009	0
NGEEOFDF_02010	K02055
NGEEOFDF_02011	K02052
NGEEOFDF_02012	K02054
NGEEOFDF_02013	K02053
NGEEOFDF_02014	K00137
NGEEOFDF_02015	0
NGEEOFDF_02016	0
NGEEOFDF_02017	K09936
NGEEOFDF_02018	K03823
NGEEOFDF_02019	K07119
NGEEOFDF_02020	K13654
NGEEOFDF_02021	K02014
NGEEOFDF_02022	0
NGEEOFDF_02023	K11738
NGEEOFDF_02024	K11208
NGEEOFDF_02026	K11904
NGEEOFDF_02027	0
NGEEOFDF_02028	0
NGEEOFDF_02030	0
NGEEOFDF_02031	0
NGEEOFDF_02032	K01821
NGEEOFDF_02033	0
NGEEOFDF_02034	0
NGEEOFDF_02035	K00675
NGEEOFDF_02036	K00675
NGEEOFDF_02037	0
NGEEOFDF_02038	K00374
NGEEOFDF_02039	K00373
NGEEOFDF_02040	K00371
NGEEOFDF_02041	K00370
NGEEOFDF_02042	K02575
NGEEOFDF_02043	0
NGEEOFDF_02044	0
NGEEOFDF_02045	0
NGEEOFDF_02046	K09475
NGEEOFDF_02047	0
NGEEOFDF_02048	K00123
NGEEOFDF_02049	K00123
NGEEOFDF_02050	K00124
NGEEOFDF_02051	K00127
NGEEOFDF_02052	K21498
NGEEOFDF_02053	K00001
NGEEOFDF_02054	K00027
NGEEOFDF_02055	K02972
NGEEOFDF_02056	0
NGEEOFDF_02057	K04063
NGEEOFDF_02058	K02032
NGEEOFDF_02059	K02031
NGEEOFDF_02060	K02034
NGEEOFDF_02061	K02033
NGEEOFDF_02062	K02035
NGEEOFDF_02063	K08641
NGEEOFDF_02064	K21024
NGEEOFDF_02065	K03406
NGEEOFDF_02066	K13069
NGEEOFDF_02067	0
NGEEOFDF_02068	K20265
NGEEOFDF_02069	K01580
NGEEOFDF_02070	K07263
NGEEOFDF_02071	0
NGEEOFDF_02072	K02471
NGEEOFDF_02073	K06871
NGEEOFDF_02074	K01138
NGEEOFDF_02075	0
NGEEOFDF_02077	0
NGEEOFDF_02078	0
NGEEOFDF_02079	K07349
NGEEOFDF_02080	0
NGEEOFDF_02081	K07347
NGEEOFDF_02082	K07346
NGEEOFDF_02083	K07345
NGEEOFDF_02084	K07154
NGEEOFDF_02085	K12678
NGEEOFDF_02086	K12678
NGEEOFDF_02087	K00854
NGEEOFDF_02088	K11531
NGEEOFDF_02089	K10558
NGEEOFDF_02090	K10556
NGEEOFDF_02091	K10557
NGEEOFDF_02092	K10555
NGEEOFDF_02093	K08321
NGEEOFDF_02094	K11530
NGEEOFDF_02095	K00598
NGEEOFDF_02096	K08994
NGEEOFDF_02097	K00040
NGEEOFDF_02098	0
NGEEOFDF_02099	0
NGEEOFDF_02100	K01425
NGEEOFDF_02101	K00135
NGEEOFDF_02102	0
NGEEOFDF_02103	0
NGEEOFDF_02104	0
NGEEOFDF_02105	K03445
NGEEOFDF_02106	K05595
NGEEOFDF_02107	K03712
NGEEOFDF_02108	K13632
NGEEOFDF_02109	K13630
NGEEOFDF_02110	K03298
NGEEOFDF_02111	0
NGEEOFDF_02112	0
NGEEOFDF_02113	K13633
NGEEOFDF_02114	0
NGEEOFDF_02115	K13069
NGEEOFDF_02116	0
NGEEOFDF_02117	0
NGEEOFDF_02118	K01284
NGEEOFDF_02119	K16066
NGEEOFDF_02120	K22293
NGEEOFDF_02121	0
NGEEOFDF_02122	K00040
NGEEOFDF_02123	K08173
NGEEOFDF_02124	0
NGEEOFDF_02125	0
NGEEOFDF_02126	0
NGEEOFDF_02127	0
NGEEOFDF_02128	0
NGEEOFDF_02129	0
NGEEOFDF_02130	0
NGEEOFDF_02131	K07804
NGEEOFDF_02132	0
NGEEOFDF_02133	0
NGEEOFDF_02134	0
NGEEOFDF_02135	0
NGEEOFDF_02136	0
NGEEOFDF_02137	0
NGEEOFDF_02138	0
NGEEOFDF_02139	0
NGEEOFDF_02140	0
NGEEOFDF_02141	0
NGEEOFDF_02142	0
NGEEOFDF_02143	0
NGEEOFDF_02144	0
NGEEOFDF_02145	0
NGEEOFDF_02146	0
NGEEOFDF_02147	K21511
NGEEOFDF_02148	0
NGEEOFDF_02149	0
NGEEOFDF_02150	K21512
NGEEOFDF_02151	K22014
NGEEOFDF_02152	0
NGEEOFDF_02153	K14744
NGEEOFDF_02155	0
NGEEOFDF_02156	K01185
NGEEOFDF_02157	0
NGEEOFDF_02158	0
NGEEOFDF_02159	K07497
NGEEOFDF_02160	0
NGEEOFDF_02161	K05793
NGEEOFDF_02164	K03755
NGEEOFDF_02165	0
NGEEOFDF_02166	0
NGEEOFDF_02167	K01160
NGEEOFDF_02168	0
NGEEOFDF_02169	0
NGEEOFDF_02170	0
NGEEOFDF_02171	0
NGEEOFDF_02172	0
NGEEOFDF_02173	0
NGEEOFDF_02174	0
NGEEOFDF_02175	0
NGEEOFDF_02176	0
NGEEOFDF_02177	0
NGEEOFDF_02178	0
NGEEOFDF_02179	0
NGEEOFDF_02180	0
NGEEOFDF_02181	K01356
NGEEOFDF_02182	0
NGEEOFDF_02183	0
NGEEOFDF_02185	0
NGEEOFDF_02186	0
NGEEOFDF_02187	K02342
NGEEOFDF_02188	K14059
NGEEOFDF_02189	0
NGEEOFDF_02190	K07497
NGEEOFDF_02191	K07483
NGEEOFDF_02192	K07493
NGEEOFDF_02193	K07483
NGEEOFDF_02194	K07484
NGEEOFDF_02195	K07484
NGEEOFDF_02196	K07493
NGEEOFDF_02197	0
NGEEOFDF_02199	0
NGEEOFDF_02200	0
NGEEOFDF_02201	0
NGEEOFDF_02202	K07804
NGEEOFDF_02203	0
NGEEOFDF_02204	0
NGEEOFDF_02205	0
NGEEOFDF_02206	0
NGEEOFDF_02207	0
NGEEOFDF_02208	0
NGEEOFDF_02209	0
NGEEOFDF_02210	0
NGEEOFDF_02211	0
NGEEOFDF_02212	0
NGEEOFDF_02213	K13735
NGEEOFDF_02214	0
NGEEOFDF_02215	0
NGEEOFDF_02216	0
NGEEOFDF_02217	0
NGEEOFDF_02218	0
NGEEOFDF_02219	0
NGEEOFDF_02220	0
NGEEOFDF_02221	0
NGEEOFDF_02222	K07474
NGEEOFDF_02223	K07451
NGEEOFDF_02224	0
NGEEOFDF_02225	K14744
NGEEOFDF_02227	0
NGEEOFDF_02228	K01185
NGEEOFDF_02229	0
NGEEOFDF_02230	0
NGEEOFDF_02231	K07497
NGEEOFDF_02232	0
NGEEOFDF_02233	K05793
NGEEOFDF_02237	0
NGEEOFDF_02238	K01160
NGEEOFDF_02239	0
NGEEOFDF_02240	0
NGEEOFDF_02243	0
NGEEOFDF_02244	0
NGEEOFDF_02245	0
NGEEOFDF_02246	K02315
NGEEOFDF_02247	0
NGEEOFDF_02248	0
NGEEOFDF_02249	0
NGEEOFDF_02250	K03427
NGEEOFDF_02251	0
NGEEOFDF_02252	0
NGEEOFDF_02254	0
NGEEOFDF_02256	K22304
NGEEOFDF_02257	0
NGEEOFDF_02258	K10906
NGEEOFDF_02259	0
NGEEOFDF_02260	0
NGEEOFDF_02261	K08323
NGEEOFDF_02262	K09771
NGEEOFDF_02263	0
NGEEOFDF_02264	K00657
NGEEOFDF_02265	0
NGEEOFDF_02266	0
NGEEOFDF_02267	K07306
NGEEOFDF_02268	K07306
NGEEOFDF_02269	K07307
NGEEOFDF_02270	K07308
NGEEOFDF_02271	0
NGEEOFDF_02272	K03281
NGEEOFDF_02273	K01935
NGEEOFDF_02274	K15545
NGEEOFDF_02275	0
NGEEOFDF_02276	K08224
NGEEOFDF_02277	0
NGEEOFDF_02278	K04775
NGEEOFDF_02279	K11742
NGEEOFDF_02280	K11743
NGEEOFDF_02281	K11744
NGEEOFDF_02282	K00325
NGEEOFDF_02283	K00324
NGEEOFDF_02284	0
NGEEOFDF_02285	K03757
NGEEOFDF_02286	K03793
NGEEOFDF_02287	K02442
NGEEOFDF_02288	K07661
NGEEOFDF_02289	K07639
NGEEOFDF_02290	K10748
NGEEOFDF_02291	K01679
NGEEOFDF_02292	K01676
NGEEOFDF_02293	K01809
NGEEOFDF_02294	0
NGEEOFDF_02295	K16140
NGEEOFDF_02296	K16140
NGEEOFDF_02297	K03292
NGEEOFDF_02298	K01195
NGEEOFDF_02299	K01195
NGEEOFDF_02300	K16138
NGEEOFDF_02301	K00076
NGEEOFDF_02302	K16136
NGEEOFDF_02303	K02790
NGEEOFDF_02304	K14155
NGEEOFDF_02305	K01488
NGEEOFDF_02306	K16044
NGEEOFDF_02307	0
NGEEOFDF_02308	0
NGEEOFDF_02309	0
NGEEOFDF_02310	K03617
NGEEOFDF_02311	K03616
NGEEOFDF_02312	K03615
NGEEOFDF_02313	K03614
NGEEOFDF_02314	K03612
NGEEOFDF_02315	K03613
NGEEOFDF_02316	K10773
NGEEOFDF_02318	K03305
NGEEOFDF_02319	K00799
NGEEOFDF_02320	K00868
NGEEOFDF_02321	K01866
NGEEOFDF_02322	K00275
NGEEOFDF_02323	0
NGEEOFDF_02324	K09001
NGEEOFDF_02325	K06077
NGEEOFDF_02326	K06075
NGEEOFDF_02327	0
NGEEOFDF_02328	0
NGEEOFDF_02329	K03468
NGEEOFDF_02330	K04565
NGEEOFDF_02331	0
NGEEOFDF_02332	K06938
NGEEOFDF_02333	K16137
NGEEOFDF_02334	K10680
NGEEOFDF_02335	K01759
NGEEOFDF_02336	K03683
NGEEOFDF_02337	K03724
NGEEOFDF_02338	K07390
NGEEOFDF_02339	K01183
NGEEOFDF_02340	K04564
NGEEOFDF_02341	K18567
NGEEOFDF_02342	0
NGEEOFDF_02343	K02529
NGEEOFDF_02344	0
NGEEOFDF_02345	0
NGEEOFDF_02346	K00574
NGEEOFDF_02347	K00793
NGEEOFDF_02348	K03327
NGEEOFDF_02349	0
NGEEOFDF_02352	0
NGEEOFDF_02353	0
NGEEOFDF_02354	0
NGEEOFDF_02355	K08354
NGEEOFDF_02356	K08353
NGEEOFDF_02357	0
NGEEOFDF_02358	K03738
NGEEOFDF_02359	0
NGEEOFDF_02360	0
NGEEOFDF_02361	K00873
NGEEOFDF_02362	K06078
NGEEOFDF_02363	K16291
NGEEOFDF_02364	K02426
NGEEOFDF_02365	K01766
NGEEOFDF_02366	K09015
NGEEOFDF_02367	K09013
NGEEOFDF_02368	K09014
NGEEOFDF_02369	K05997
NGEEOFDF_02370	0
NGEEOFDF_02371	K19222
NGEEOFDF_02372	0
NGEEOFDF_02373	0
NGEEOFDF_02374	0
NGEEOFDF_02375	0
NGEEOFDF_02376	0
NGEEOFDF_02377	K00014
NGEEOFDF_02378	K03785
NGEEOFDF_02379	K01026
NGEEOFDF_02380	K00249
NGEEOFDF_02381	0
NGEEOFDF_02383	0
NGEEOFDF_02384	K03522
NGEEOFDF_02385	K00313
NGEEOFDF_02386	K03855
NGEEOFDF_02387	K04116
NGEEOFDF_02388	K01007
NGEEOFDF_02389	K09773
NGEEOFDF_02390	K01626
NGEEOFDF_02391	0
NGEEOFDF_02392	K08997
NGEEOFDF_02393	0
NGEEOFDF_02394	K13694
NGEEOFDF_02395	K06074
NGEEOFDF_02396	K00432
NGEEOFDF_02397	K06073
NGEEOFDF_02398	K04764
NGEEOFDF_02399	K01890
NGEEOFDF_02400	K01889
NGEEOFDF_02401	K02887
NGEEOFDF_02402	K02916
NGEEOFDF_02403	K02520
NGEEOFDF_02404	K01868
NGEEOFDF_02405	K06867
NGEEOFDF_02406	0
NGEEOFDF_02407	K07283
NGEEOFDF_02408	K16370
NGEEOFDF_02409	0
NGEEOFDF_02410	0
NGEEOFDF_02411	0
NGEEOFDF_02412	K01838
NGEEOFDF_02413	K07038
NGEEOFDF_02414	K06956
NGEEOFDF_02415	0
NGEEOFDF_02416	K15722
NGEEOFDF_02417	K03781
NGEEOFDF_02418	K03478
NGEEOFDF_02419	K01222
NGEEOFDF_02420	K03490
NGEEOFDF_02421	K02759
NGEEOFDF_02422	K02761
NGEEOFDF_02423	K02760
NGEEOFDF_02424	K04064
NGEEOFDF_02425	K01916
NGEEOFDF_02426	K05984
NGEEOFDF_02427	K09975
NGEEOFDF_02428	K06006
NGEEOFDF_02429	K05526
NGEEOFDF_02430	K01484
NGEEOFDF_02431	K06447
NGEEOFDF_02432	K00673
NGEEOFDF_02433	K00821
NGEEOFDF_02434	K01142
NGEEOFDF_02435	0
NGEEOFDF_02436	0
NGEEOFDF_02437	0
NGEEOFDF_02438	0
NGEEOFDF_02439	K05777
NGEEOFDF_02440	K05778
NGEEOFDF_02441	K05779
NGEEOFDF_02442	K21028
NGEEOFDF_02443	K17884
NGEEOFDF_02444	K03574
NGEEOFDF_02445	0
NGEEOFDF_02446	K00262
NGEEOFDF_02447	0
NGEEOFDF_02448	K03169
NGEEOFDF_02449	K01008
NGEEOFDF_02450	0
NGEEOFDF_02451	K04773
NGEEOFDF_02452	K09797
NGEEOFDF_02453	K01424
NGEEOFDF_02454	K08281
NGEEOFDF_02455	K08369
NGEEOFDF_02456	K07483
NGEEOFDF_02457	K07497
NGEEOFDF_02458	K08369
NGEEOFDF_02459	0
NGEEOFDF_02460	K18471
NGEEOFDF_02461	K00874
NGEEOFDF_02462	0
NGEEOFDF_02463	K00004
NGEEOFDF_02464	K08369
NGEEOFDF_02465	0
NGEEOFDF_02466	K09916
NGEEOFDF_02467	K07305
NGEEOFDF_02468	K00134
NGEEOFDF_02469	K01792
NGEEOFDF_02470	0
NGEEOFDF_02471	K07274
NGEEOFDF_02472	K07180
NGEEOFDF_02473	K09786
NGEEOFDF_02474	0
NGEEOFDF_02475	0
NGEEOFDF_02476	K19055
NGEEOFDF_02477	0
NGEEOFDF_02478	0
NGEEOFDF_02479	K03449
NGEEOFDF_02480	0
NGEEOFDF_02481	K09712
NGEEOFDF_02482	K13069
NGEEOFDF_02483	0
NGEEOFDF_02484	0
NGEEOFDF_02485	0
NGEEOFDF_02486	K11250
NGEEOFDF_02487	K16135
NGEEOFDF_02488	K07246
NGEEOFDF_02489	K03451
NGEEOFDF_02490	K00499
NGEEOFDF_02491	K07006
NGEEOFDF_02492	K03684
NGEEOFDF_02493	K01897
NGEEOFDF_02494	K07285
NGEEOFDF_02495	K14742
NGEEOFDF_02496	K03722
NGEEOFDF_02497	0
NGEEOFDF_02498	0
NGEEOFDF_02499	K09917
NGEEOFDF_02500	K01665
NGEEOFDF_02501	0
NGEEOFDF_02502	K01752
NGEEOFDF_02503	K21090
NGEEOFDF_02504	0
NGEEOFDF_02505	K02793
NGEEOFDF_02506	K02746
NGEEOFDF_02507	K02796
NGEEOFDF_02508	0
NGEEOFDF_02510	0
NGEEOFDF_02511	K00563
NGEEOFDF_02512	K03704
NGEEOFDF_02513	0
NGEEOFDF_02514	0
NGEEOFDF_02515	K19333
NGEEOFDF_02516	K08169
NGEEOFDF_02517	K03799
NGEEOFDF_02518	K03797
NGEEOFDF_02519	K03607
NGEEOFDF_02520	K08968
NGEEOFDF_02521	K03808
NGEEOFDF_02522	K06192
NGEEOFDF_02523	K11392
NGEEOFDF_02524	0
NGEEOFDF_02525	0
NGEEOFDF_02526	K07313
NGEEOFDF_02527	0
NGEEOFDF_02528	K07245
NGEEOFDF_02529	K07156
NGEEOFDF_02530	K02345
NGEEOFDF_02531	0
NGEEOFDF_02532	K10857
NGEEOFDF_02533	K01354
NGEEOFDF_02534	0
NGEEOFDF_02537	0
NGEEOFDF_02538	K09918
NGEEOFDF_02539	K08289
NGEEOFDF_02540	K01625
NGEEOFDF_02541	K01690
NGEEOFDF_02542	K00036
NGEEOFDF_02544	K19337
NGEEOFDF_02545	K00873
NGEEOFDF_02546	K02560
NGEEOFDF_02547	K19304
NGEEOFDF_02548	K09815
NGEEOFDF_02549	K09817
NGEEOFDF_02550	K09816
NGEEOFDF_02551	K03551
NGEEOFDF_02552	K03550
NGEEOFDF_02553	0
NGEEOFDF_02554	K01159
NGEEOFDF_02555	0
NGEEOFDF_02556	K08310
NGEEOFDF_02557	K01876
NGEEOFDF_02558	0
NGEEOFDF_02559	0
NGEEOFDF_02560	K07136
NGEEOFDF_02561	K15256
NGEEOFDF_02562	K15257
NGEEOFDF_02563	K07306
NGEEOFDF_02564	K03532
NGEEOFDF_02565	K06201
NGEEOFDF_02566	K09907
NGEEOFDF_02567	K01887
NGEEOFDF_02568	0
NGEEOFDF_02569	K03516
NGEEOFDF_02570	K02400
NGEEOFDF_02571	K02401
NGEEOFDF_02572	K03414
NGEEOFDF_02573	K03413
NGEEOFDF_02574	K03412
NGEEOFDF_02575	K00575
NGEEOFDF_02576	K03406
NGEEOFDF_02577	K03406
NGEEOFDF_02578	K03408
NGEEOFDF_02579	K03407
NGEEOFDF_02580	K02557
NGEEOFDF_02581	K02556
NGEEOFDF_02582	K02402
NGEEOFDF_02583	K02403
NGEEOFDF_02584	K14064
NGEEOFDF_02585	K00697
NGEEOFDF_02586	K01087
NGEEOFDF_02587	K10440
NGEEOFDF_02588	K10440
NGEEOFDF_02589	K10441
NGEEOFDF_02590	K10537
NGEEOFDF_02591	K02255
NGEEOFDF_02592	0
NGEEOFDF_02593	0
NGEEOFDF_02594	K02217
NGEEOFDF_02595	0
NGEEOFDF_02596	K03834
NGEEOFDF_02597	K07039
NGEEOFDF_02598	0
NGEEOFDF_02599	0
NGEEOFDF_02600	0
NGEEOFDF_02601	0
NGEEOFDF_02602	0
NGEEOFDF_02603	0
NGEEOFDF_02604	0
NGEEOFDF_02605	0
NGEEOFDF_02606	0
NGEEOFDF_02607	0
NGEEOFDF_02608	0
NGEEOFDF_02609	0
NGEEOFDF_02610	0
NGEEOFDF_02611	0
NGEEOFDF_02612	0
NGEEOFDF_02613	0
NGEEOFDF_02614	K18640
NGEEOFDF_02615	0
NGEEOFDF_02616	K07497
NGEEOFDF_02617	K07483
NGEEOFDF_02618	0
NGEEOFDF_02619	K03819
NGEEOFDF_02620	K06906
NGEEOFDF_02621	0
NGEEOFDF_02622	0
NGEEOFDF_02623	0
NGEEOFDF_02624	K06908
NGEEOFDF_02625	K06907
NGEEOFDF_02626	K06905
NGEEOFDF_02627	K07482
NGEEOFDF_02631	K00995
NGEEOFDF_02632	K03703
NGEEOFDF_02633	K07689
NGEEOFDF_02634	0
NGEEOFDF_02635	K07782
NGEEOFDF_02636	K02028
NGEEOFDF_02637	K02029
NGEEOFDF_02638	K05396
NGEEOFDF_02639	K05396
NGEEOFDF_02640	K02424
NGEEOFDF_02641	K02425
NGEEOFDF_02642	K02405
NGEEOFDF_02643	K02406
NGEEOFDF_02644	K02407
NGEEOFDF_02645	K02422
NGEEOFDF_02646	K02423
NGEEOFDF_02647	K01176
NGEEOFDF_02648	0
NGEEOFDF_02649	K07112
NGEEOFDF_02650	0
NGEEOFDF_02651	0
NGEEOFDF_02652	K03829
NGEEOFDF_02653	K13791
NGEEOFDF_02654	K13791
NGEEOFDF_02655	K02408
NGEEOFDF_02656	K02409
NGEEOFDF_02657	K02410
NGEEOFDF_02658	K02411
NGEEOFDF_02659	K02412
NGEEOFDF_02660	K02413
NGEEOFDF_02661	K02414
NGEEOFDF_02662	K02415
NGEEOFDF_02663	K02416
NGEEOFDF_02664	K02417
NGEEOFDF_02665	K02418
NGEEOFDF_02666	K02419
NGEEOFDF_02667	K02420
NGEEOFDF_02668	K02421
NGEEOFDF_02669	K07781
NGEEOFDF_02670	0
NGEEOFDF_02671	0
NGEEOFDF_02672	K07026
NGEEOFDF_02673	K21085
NGEEOFDF_02674	0
NGEEOFDF_02675	K09781
NGEEOFDF_02676	0
NGEEOFDF_02677	K07458
NGEEOFDF_02678	K00558
NGEEOFDF_02679	K06950
NGEEOFDF_02680	K09475
NGEEOFDF_02681	K09475
NGEEOFDF_02682	K05523
NGEEOFDF_02683	K02484
NGEEOFDF_02684	K02483
NGEEOFDF_02685	K07127
NGEEOFDF_02686	K07147
NGEEOFDF_02687	K17247
NGEEOFDF_02688	K09815
NGEEOFDF_02689	K12262
NGEEOFDF_02691	0
NGEEOFDF_02692	0
NGEEOFDF_02693	0
NGEEOFDF_02694	0
NGEEOFDF_02695	K07804
NGEEOFDF_02696	0
NGEEOFDF_02697	0
NGEEOFDF_02698	0
NGEEOFDF_02699	0
NGEEOFDF_02700	0
NGEEOFDF_02701	0
NGEEOFDF_02702	0
NGEEOFDF_02703	0
NGEEOFDF_02704	0
NGEEOFDF_02705	0
NGEEOFDF_02706	0
NGEEOFDF_02707	0
NGEEOFDF_02708	0
NGEEOFDF_02709	K21511
NGEEOFDF_02710	0
NGEEOFDF_02711	0
NGEEOFDF_02712	K21512
NGEEOFDF_02713	0
NGEEOFDF_02714	0
NGEEOFDF_02715	K14744
NGEEOFDF_02718	K01185
NGEEOFDF_02719	0
NGEEOFDF_02720	0
NGEEOFDF_02721	K07483
NGEEOFDF_02722	K07497
NGEEOFDF_02723	K07497
NGEEOFDF_02724	0
NGEEOFDF_02725	K05793
NGEEOFDF_02729	0
NGEEOFDF_02730	K01160
NGEEOFDF_02731	0
NGEEOFDF_02732	0
NGEEOFDF_02734	0
NGEEOFDF_02735	0
NGEEOFDF_02737	0
NGEEOFDF_02738	0
NGEEOFDF_02739	0
NGEEOFDF_02740	0
NGEEOFDF_02741	0
NGEEOFDF_02742	0
NGEEOFDF_02743	K22302
NGEEOFDF_02744	0
NGEEOFDF_02745	0
NGEEOFDF_02746	0
NGEEOFDF_02747	0
NGEEOFDF_02748	K10906
NGEEOFDF_02749	0
NGEEOFDF_02750	0
NGEEOFDF_02752	K09933
NGEEOFDF_02755	K13735
NGEEOFDF_02756	K13735
NGEEOFDF_02757	0
NGEEOFDF_02758	K08172
NGEEOFDF_02759	K01241
NGEEOFDF_02760	0
NGEEOFDF_02762	0
NGEEOFDF_02764	K13634
NGEEOFDF_02765	K19338
NGEEOFDF_02767	K16291
NGEEOFDF_02768	K00768
NGEEOFDF_02769	K02233
NGEEOFDF_02770	K02231
NGEEOFDF_02771	K07483
NGEEOFDF_02772	K07484
NGEEOFDF_02773	K07484
NGEEOFDF_02774	K16087
NGEEOFDF_02776	K07483
NGEEOFDF_02777	K07497
NGEEOFDF_02778	0
NGEEOFDF_02779	0
NGEEOFDF_02780	K07001
NGEEOFDF_02781	0
NGEEOFDF_02783	0
NGEEOFDF_02784	0
NGEEOFDF_02785	K03630
NGEEOFDF_02786	0
NGEEOFDF_02787	K18838
NGEEOFDF_02788	K18837
NGEEOFDF_02789	0
NGEEOFDF_02790	K09802
NGEEOFDF_02791	0
NGEEOFDF_02792	K07470
NGEEOFDF_02793	K07258
NGEEOFDF_02794	K01141
NGEEOFDF_02795	0
NGEEOFDF_02796	K07112
NGEEOFDF_02797	K14052
NGEEOFDF_02798	0
NGEEOFDF_02799	0
NGEEOFDF_02800	K00765
NGEEOFDF_02801	K00013
NGEEOFDF_02802	K00817
NGEEOFDF_02803	K01089
NGEEOFDF_02804	K02501
NGEEOFDF_02805	K01814
NGEEOFDF_02806	K01663
NGEEOFDF_02807	K11755
NGEEOFDF_02808	K05789
NGEEOFDF_02809	K00012
NGEEOFDF_02810	K00033
NGEEOFDF_02811	0
NGEEOFDF_02812	K01840
NGEEOFDF_02813	K00971
NGEEOFDF_02814	K03207
NGEEOFDF_02815	K02377
NGEEOFDF_02816	K01711
NGEEOFDF_02817	0
NGEEOFDF_02818	K13010
NGEEOFDF_02819	0
NGEEOFDF_02820	K13683
NGEEOFDF_02822	K16698
NGEEOFDF_02823	K00963
NGEEOFDF_02824	K00091
NGEEOFDF_02825	K16711
NGEEOFDF_02826	K16703
NGEEOFDF_02827	K16710
NGEEOFDF_02828	K03328
NGEEOFDF_02829	K03606
NGEEOFDF_02830	K01840
NGEEOFDF_02831	K00971
NGEEOFDF_02832	K03208
NGEEOFDF_02833	K03207
NGEEOFDF_02834	K02377
NGEEOFDF_02835	K01711
NGEEOFDF_02836	K03818
NGEEOFDF_02837	K13683
NGEEOFDF_02838	K13620
NGEEOFDF_02839	K13684
NGEEOFDF_02840	K03819
NGEEOFDF_02841	0
NGEEOFDF_02842	K16692
NGEEOFDF_02843	K01104
NGEEOFDF_02844	K01991
NGEEOFDF_02845	0
NGEEOFDF_02846	0
NGEEOFDF_02847	0
NGEEOFDF_02848	K07289
NGEEOFDF_02849	K01494
NGEEOFDF_02850	K00855
NGEEOFDF_02851	K07315
NGEEOFDF_02852	K21084
NGEEOFDF_02853	K01247
NGEEOFDF_02854	K04046
NGEEOFDF_02855	0
NGEEOFDF_02856	0
NGEEOFDF_02857	0
NGEEOFDF_02858	K07799
NGEEOFDF_02859	K07788
NGEEOFDF_02860	K07789
NGEEOFDF_02861	K18326
NGEEOFDF_02862	K07642
NGEEOFDF_02863	K07664
NGEEOFDF_02864	K09946
NGEEOFDF_02865	K08303
NGEEOFDF_02866	0
NGEEOFDF_02867	0
NGEEOFDF_02868	K02081
NGEEOFDF_02869	K00094
NGEEOFDF_02870	K02775
NGEEOFDF_02871	K02774
NGEEOFDF_02872	K02773
NGEEOFDF_02873	K02775
NGEEOFDF_02874	K08302
NGEEOFDF_02875	K11645
NGEEOFDF_02876	0
NGEEOFDF_02877	0
NGEEOFDF_02878	0
NGEEOFDF_02879	0
NGEEOFDF_02880	K07273
NGEEOFDF_02881	K00941
NGEEOFDF_02882	K00878
NGEEOFDF_02883	0
NGEEOFDF_02886	0
NGEEOFDF_02887	K08970
NGEEOFDF_02888	0
NGEEOFDF_02889	0
NGEEOFDF_02890	K07347
NGEEOFDF_02891	0
NGEEOFDF_02892	0
NGEEOFDF_02893	0
NGEEOFDF_02894	K03593
NGEEOFDF_02895	K01874
NGEEOFDF_02896	0
NGEEOFDF_02897	0
