#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
KDKFJGNO_02264	224308.BSU21170	8.95e-91	265.0	29T11@1|root,30E7G@2|Bacteria,1UC7M@1239|Firmicutes,4INQ2@91061|Bacilli,1ZNSB@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02266	224308.BSU21190	9.48e-157	439.0	28Y0A@1|root,2ZJW1@2|Bacteria,1W3HY@1239|Firmicutes,4HZP7@91061|Bacilli,1ZPJ9@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02267	224308.BSU21200	4.38e-118	337.0	29TN0@1|root,30EVN@2|Bacteria,1UD0R@1239|Firmicutes,4IPGU@91061|Bacilli,1ZKTT@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02268	224308.BSU21210	2.4e-169	473.0	28VYJ@1|root,2ZHZT@2|Bacteria,1W5KC@1239|Firmicutes,4I1FU@91061|Bacilli,1ZN4C@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02269	224308.BSU21220	1.58e-145	415.0	2C4YF@1|root,32RES@2|Bacteria,1V71K@1239|Firmicutes,4HZ64@91061|Bacilli,1ZMM1@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02272	224308.BSU21240	2.22e-76	228.0	29TBY@1|root,30EJ0@2|Bacteria,1UCMF@1239|Firmicutes,4IP3K@91061|Bacilli,1ZPBV@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02273	224308.BSU21250	4.46e-229	638.0	292XD@1|root,2ZQEV@2|Bacteria,1V48I@1239|Firmicutes,4HS4X@91061|Bacilli	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage_fiber_2
KDKFJGNO_02274	1178540.BA70_12730	4.81e-11	62.0	29RXF@1|root,30D1N@2|Bacteria,1UAPT@1239|Firmicutes,4IM2F@91061|Bacilli,1ZIW9@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02275	279010.BL00866	2.66e-15	69.7	29RZE@1|root,30D3R@2|Bacteria,1UAT1@1239|Firmicutes,4IM5V@91061|Bacilli,1ZJ9F@1386|Bacillus	91061|Bacilli	0	0	xkdX	0	0	0	0	0	0	0	0	0	0	0	Phage_XkdX
KDKFJGNO_02276	224308.BSU21280	1.65e-112	323.0	2BFYF@1|root,329U8@2|Bacteria,1UC7K@1239|Firmicutes,4INQ0@91061|Bacilli,1ZNS7@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02277	224308.BSU21290	2e-94	275.0	2948Q@1|root,2ZRNY@2|Bacteria,1W3CT@1239|Firmicutes,4I0UR@91061|Bacilli,1ZPKN@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02278	224308.BSU21300	1.73e-247	678.0	COG0582@1|root,COG0582@2|Bacteria,1TRSA@1239|Firmicutes,4HC4V@91061|Bacilli,1ZQKR@1386|Bacillus	91061|Bacilli	A	Belongs to the 'phage' integrase family	0	0	0	0	0	0	0	0	0	0	0	0	Phage_int_SAM_4,Phage_integrase
KDKFJGNO_02283	224308.BSU21340	5.66e-159	446.0	2BXMF@1|root,32TH6@2|Bacteria,1TX61@1239|Firmicutes,4I62J@91061|Bacilli,1ZKAZ@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SHOCT
KDKFJGNO_02284	224308.BSU21350	0.0	3637.0	COG0739@1|root,COG0741@1|root,COG1196@1|root,COG0739@2|Bacteria,COG0741@2|Bacteria,COG1196@2|Bacteria,1V6DD@1239|Firmicutes,4HIWA@91061|Bacilli,1ZH33@1386|Bacillus	91061|Bacilli	M	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM invasin domains)	0	0	0	0	0	0	0	0	0	0	0	0	Peptidase_M23,PhageMin_Tail,SLT
KDKFJGNO_02285	224308.BSU21360	1.7e-186	517.0	COG4722@1|root,33P3R@2|Bacteria,1VKWN@1239|Firmicutes,4HRWG@91061|Bacilli,1ZMZE@1386|Bacillus	91061|Bacilli	S	Phage tail protein	0	0	0	0	0	0	0	0	0	0	0	0	Sipho_tail
KDKFJGNO_02286	224308.BSU21370	0.0	1724.0	COG2433@1|root,COG2433@2|Bacteria,1V2Z6@1239|Firmicutes,4HGM7@91061|Bacilli,1ZM1W@1386|Bacillus	91061|Bacilli	S	Pfam Transposase IS66	0	0	0	0	0	0	0	0	0	0	0	0	Prophage_tail
KDKFJGNO_02287	224308.BSU21380	9.28e-166	465.0	2DQQT@1|root,3384R@2|Bacteria,1VIYY@1239|Firmicutes,4HP4P@91061|Bacilli,1ZMWR@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02288	224308.BSU21390	0.0	1273.0	COG4632@1|root,COG5434@1|root,COG4632@2|Bacteria,COG5434@2|Bacteria,1TR6Z@1239|Firmicutes,4HGB0@91061|Bacilli	91061|Bacilli	G	Exopolysaccharide biosynthesis protein	XK27_08080	0	0	0	0	0	0	0	0	0	0	0	NAGPA
KDKFJGNO_02289	224308.BSU21400	1.31e-210	580.0	29WU3@1|root,30IFH@2|Bacteria,1W3ST@1239|Firmicutes,4I20W@91061|Bacilli,1ZK6P@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02291	224308.BSU21410	7.44e-257	705.0	COG5632@1|root,COG5632@2|Bacteria,1V3JT@1239|Firmicutes,4HGC1@91061|Bacilli,1ZPVN@1386|Bacillus	91061|Bacilli	M	Ami_2	0	0	3.5.1.28	ko:K01447	0	0	R04112	RC00064,RC00141	ko00000,ko01000	0	0	0	Amidase_2,Cu_amine_oxidN1,LysM
KDKFJGNO_02292	224308.BSU21420	1.42e-43	141.0	2EE5S@1|root,2ZUAI@2|Bacteria,1W1UA@1239|Firmicutes,4I0TR@91061|Bacilli,1ZJC2@1386|Bacillus	91061|Bacilli	S	BhlA holin family	bhlA	0	0	0	0	0	0	0	0	0	0	0	Holin_BhlA
KDKFJGNO_02293	224308.BSU21430	3.04e-53	167.0	2DK6Q@1|root,308R2@2|Bacteria,1U3UU@1239|Firmicutes,4IDMZ@91061|Bacilli,1ZPQI@1386|Bacillus	91061|Bacilli	S	SPP1 phage holin	0	0	0	0	0	0	0	0	0	0	0	0	Holin_SPP1
KDKFJGNO_02294	224308.BSU21440	5.12e-96	280.0	COG1495@1|root,COG1495@2|Bacteria	2|Bacteria	O	protein disulfide oxidoreductase activity	0	0	0	ko:K03611	0	0	0	0	ko00000,ko03110	5.A.2.1	0	0	DsbB
KDKFJGNO_02295	224308.BSU21450	6.04e-309	841.0	COG0463@1|root,COG0463@2|Bacteria,1TQEM@1239|Firmicutes,4H9X9@91061|Bacilli,1ZCYT@1386|Bacillus	91061|Bacilli	M	COG0463 Glycosyltransferases involved in cell wall biogenesis	0	GO:0003674,GO:0003824,GO:0006464,GO:0006486,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009403,GO:0009404,GO:0009987,GO:0016740,GO:0016757,GO:0016999,GO:0017000,GO:0017144,GO:0018193,GO:0018198,GO:0018240,GO:0018280,GO:0019538,GO:0019748,GO:0030152,GO:0030650,GO:0030651,GO:0034641,GO:0034645,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043413,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044550,GO:0046224,GO:0070085,GO:0071704,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	0	0	0	0	0	0	0	0	0	0	Glycos_transf_2,TPR_16
KDKFJGNO_02296	224308.BSU21460	3.44e-91	267.0	COG0526@1|root,COG0526@2|Bacteria	2|Bacteria	CO	cell redox homeostasis	0	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	0	ko:K03671	ko04621,ko05418,map04621,map05418	0	0	0	ko00000,ko00001,ko03110	0	0	0	Thioredoxin
KDKFJGNO_02297	224308.BSU21470	0.0	1350.0	COG2274@1|root,COG3271@1|root,COG2274@2|Bacteria,COG3271@2|Bacteria,1VS7N@1239|Firmicutes,4HVDC@91061|Bacilli,1ZMUN@1386|Bacillus	91061|Bacilli	V	Peptidase C39 family	0	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015399,GO:0015405,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043492,GO:0051179,GO:0051234,GO:0055085,GO:0071702	0	ko:K06147,ko:K06148	0	0	0	0	ko00000,ko02000	3.A.1,3.A.1.106,3.A.1.109,3.A.1.21	0	0	ABC_membrane,ABC_tran,Peptidase_C39
KDKFJGNO_02299	1536774.H70357_34050	1.19e-10	60.5	2E8AN@1|root,332PH@2|Bacteria,1VGVR@1239|Firmicutes,4HNM2@91061|Bacilli,2703B@186822|Paenibacillaceae	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPH_5
KDKFJGNO_02300	66797.O64031_BPSPB	2.97e-306	834.0	4QB4K@10239|Viruses,4QZZZ@35237|dsDNA viruses  no RNA stage,4QT5N@28883|Caudovirales,4QMXR@10699|Siphoviridae	10699|Siphoviridae	S	damaged DNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02301	224308.BSU21510	7.69e-73	218.0	2EAKH@1|root,33B0A@2|Bacteria,1UPV4@1239|Firmicutes,4IVBD@91061|Bacilli,1ZSK7@1386|Bacillus	91061|Bacilli	S	YolD-like protein	0	0	0	0	0	0	0	0	0	0	0	0	YolD
KDKFJGNO_02302	224308.BSU18960	7.43e-49	157.0	291HX@1|root,2ZP4F@2|Bacteria,1W3P9@1239|Firmicutes,4I063@91061|Bacilli,1ZKG0@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02304	420246.GTNG_2802	6.72e-12	67.0	2DWVZ@1|root,3425B@2|Bacteria,1VWZV@1239|Firmicutes,4HWZ0@91061|Bacilli	91061|Bacilli	S	Domain of unknown function (DUF4879)	0	0	0	0	0	0	0	0	0	0	0	0	DUF4879
KDKFJGNO_02306	224308.BSU21550	5.26e-128	363.0	COG1670@1|root,COG1670@2|Bacteria,1UUXI@1239|Firmicutes,4I685@91061|Bacilli,1ZHU0@1386|Bacillus	91061|Bacilli	J	Acetyltransferase (GNAT) domain	0	0	0	0	0	0	0	0	0	0	0	0	Acetyltransf_3
KDKFJGNO_02307	224308.BSU21560	5.38e-142	400.0	2DP6N@1|root,330S4@2|Bacteria,1V63A@1239|Firmicutes,4HICJ@91061|Bacilli,1ZHUQ@1386|Bacillus	91061|Bacilli	S	SMI1 / KNR4 family	yokK	0	0	0	0	0	0	0	0	0	0	0	SUKH_6
KDKFJGNO_02308	224308.BSU21570	9.26e-123	349.0	28MM1@1|root,2ZAX0@2|Bacteria,1TS5V@1239|Firmicutes,4HB71@91061|Bacilli,1ZFYQ@1386|Bacillus	91061|Bacilli	S	SMI1 / KNR4 family (SUKH-1)	0	0	0	ko:K21490	0	0	0	0	ko00000,ko02048	0	0	0	SMI1_KNR4
KDKFJGNO_02309	224308.BSU21580	0.0	1061.0	COG5444@1|root,COG5444@2|Bacteria	2|Bacteria	UW	nuclease activity	0	0	0	ko:K21487,ko:K21489,ko:K21491,ko:K21493	0	0	0	0	ko00000,ko01000,ko02048	0	0	0	LHH,LXG,PT-TG
KDKFJGNO_02310	224308.BSU21590	2.64e-119	341.0	COG4282@1|root,COG4282@2|Bacteria,1W2DK@1239|Firmicutes,4I1HJ@91061|Bacilli,1ZHYP@1386|Bacillus	91061|Bacilli	G	SMI1 / KNR4 family	yokH	0	0	0	0	0	0	0	0	0	0	0	SMI1_KNR4
KDKFJGNO_02311	224308.BSU21600	5.27e-261	714.0	2AKQD@1|root,31BH4@2|Bacteria,1UCTS@1239|Firmicutes,4IP9Z@91061|Bacilli,1ZPKS@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02312	224308.BSU21610	2.55e-178	500.0	COG1525@1|root,COG1525@2|Bacteria,1V46V@1239|Firmicutes,4HHJ1@91061|Bacilli,1ZQ6S@1386|Bacillus	91061|Bacilli	L	RNA catabolic process	yokF	GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575	3.1.31.1	ko:K01174	0	0	0	0	ko00000,ko01000	0	0	0	Excalibur,SNase
KDKFJGNO_02313	224308.BSU21620	6.83e-109	313.0	29SU6@1|root,30E09@2|Bacteria,1UBYK@1239|Firmicutes,4INED@91061|Bacilli,1ZNCK@1386|Bacillus	91061|Bacilli	S	Bacterial PH domain	0	0	0	0	0	0	0	0	0	0	0	0	bPH_3
KDKFJGNO_02314	224308.BSU21630	8.79e-199	550.0	COG2746@1|root,COG2746@2|Bacteria,1V2QD@1239|Firmicutes,4HE0G@91061|Bacilli,1ZC4K@1386|Bacillus	91061|Bacilli	V	aminoglycoside	yokD	0	2.3.1.81	ko:K00662	0	0	0	0	ko00000,ko01000,ko01504	0	0	0	Antibiotic_NAT
KDKFJGNO_02315	1140001.I571_00618	3.32e-06	46.2	29JP6@1|root,306KF@2|Bacteria,1TZYI@1239|Firmicutes,4I983@91061|Bacilli,4B3W6@81852|Enterococcaceae	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02317	224308.BSU21640	5.1e-123	350.0	2DK7D@1|root,32UEH@2|Bacteria,1VBDE@1239|Firmicutes,4HNEG@91061|Bacilli	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02318	224308.BSU21650	4.93e-153	431.0	294YP@1|root,2ZSBK@2|Bacteria,1W5DI@1239|Firmicutes,4I18Z@91061|Bacilli	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_02319	224308.BSU21660	0.0	1053.0	COG1961@1|root,COG1961@2|Bacteria,1TP0S@1239|Firmicutes,4HBMH@91061|Bacilli,1ZQD3@1386|Bacillus	91061|Bacilli	L	Recombinase	yokA	GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360	0	0	0	0	0	0	0	0	0	0	Recombinase,Resolvase,Zn_ribbon_recom
KDKFJGNO_02320	326423.RBAM_019840	1.76e-124	356.0	COG1086@1|root,COG1086@2|Bacteria,1TR3W@1239|Firmicutes,4HAER@91061|Bacilli,1ZB9K@1386|Bacillus	91061|Bacilli	GM	Polysaccharide biosynthesis protein	0	0	0	ko:K19421	0	0	0	0	ko00000	0	0	0	CoA_binding_3,Polysacc_synt_2
KDKFJGNO_02321	224308.BSU21680	3.52e-105	303.0	COG0229@1|root,COG0229@2|Bacteria,1UPN0@1239|Firmicutes,4HGWN@91061|Bacilli,1ZFQG@1386|Bacillus	91061|Bacilli	O	peptide methionine sulfoxide reductase	msrB	0	1.8.4.12	ko:K07305	0	0	0	0	ko00000,ko01000	0	0	0	SelR
KDKFJGNO_02322	224308.BSU21690	8.41e-134	378.0	COG0225@1|root,COG0225@2|Bacteria,1TQ3E@1239|Firmicutes,4HAIV@91061|Bacilli,1ZCC5@1386|Bacillus	91061|Bacilli	O	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine	msrB	0	1.8.4.11,1.8.4.12	ko:K07304,ko:K12267	0	0	0	0	ko00000,ko01000	0	0	0	PMSR,SelR
KDKFJGNO_02323	224308.BSU21700	4.14e-94	275.0	COG1846@1|root,COG1846@2|Bacteria,1V3P7@1239|Firmicutes,4HPNY@91061|Bacilli,1ZHZC@1386|Bacillus	91061|Bacilli	K	transcriptional	ypoP	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044212,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	0	0	0	0	0	0	0	0	0	0	MarR
KDKFJGNO_02324	224308.BSU21710	3.49e-290	796.0	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,4HANM@91061|Bacilli,1ZEAW@1386|Bacillus	91061|Bacilli	V	MATE efflux family protein	mepA	0	0	0	0	0	0	0	0	0	0	0	MatE
KDKFJGNO_02325	224308.BSU21720	2.13e-40	133.0	29RUY@1|root,30CYZ@2|Bacteria,1UAK7@1239|Firmicutes,4IKYV@91061|Bacilli,1ZIEX@1386|Bacillus	91061|Bacilli	S	Uncharacterized ympT	ypmT	0	0	0	0	0	0	0	0	0	0	0	ypmT
KDKFJGNO_02326	224308.BSU21730	6.8e-129	366.0	COG4698@1|root,COG4698@2|Bacteria,1VF0K@1239|Firmicutes,4HIYN@91061|Bacilli,1ZF26@1386|Bacillus	91061|Bacilli	S	protein conserved in bacteria	ypmS	0	0	0	0	0	0	0	0	0	0	0	DUF2140
KDKFJGNO_02327	224308.BSU21740	1.28e-178	498.0	COG2755@1|root,COG2755@2|Bacteria,1V1HR@1239|Firmicutes,4HDXS@91061|Bacilli,1ZRET@1386|Bacillus	91061|Bacilli	E	GDSL-like Lipase/Acylhydrolase	ypmR	GO:0003674,GO:0003824,GO:0004620,GO:0004622,GO:0016298,GO:0016787,GO:0016788,GO:0052689	0	0	0	0	0	0	0	0	0	0	Lipase_GDSL_2
KDKFJGNO_02328	224308.BSU21750	2.77e-140	395.0	COG1999@1|root,COG1999@2|Bacteria,1V03J@1239|Firmicutes,4HET3@91061|Bacilli,1ZFJQ@1386|Bacillus	91061|Bacilli	S	protein SCO1 SenC PrrC, involved in biogenesis of respiratory and photosynthetic systems	ypmQ	0	0	ko:K07152	0	0	0	0	ko00000,ko03029	0	0	0	SCO1-SenC
KDKFJGNO_02329	224308.BSU21760	1.28e-54	170.0	2E2C2@1|root,32XH4@2|Bacteria,1VDJY@1239|Firmicutes,4HMBA@91061|Bacilli,1ZIXP@1386|Bacillus	91061|Bacilli	S	Protein of unknown function (DUF2535)	ypmP	0	0	0	0	0	0	0	0	0	0	0	DUF2535
KDKFJGNO_02330	224308.BSU21770	3.64e-310	844.0	COG1171@1|root,COG1171@2|Bacteria,1TP22@1239|Firmicutes,4H9NK@91061|Bacilli,1ZBM0@1386|Bacillus	91061|Bacilli	E	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA	ilvA	GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009987,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0071704,GO:1901564,GO:1901605	4.3.1.19	ko:K01754	ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230	M00570	R00220,R00996	RC00418,RC02600	ko00000,ko00001,ko00002,ko01000	0	0	0	PALP,Thr_dehydrat_C
KDKFJGNO_02331	224308.BSU21780	1.4e-236	650.0	COG1221@1|root,COG1221@2|Bacteria,1VSHE@1239|Firmicutes,4ISX2@91061|Bacilli,1ZEVI@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator	yplP	0	0	0	0	0	0	0	0	0	0	0	HTH_12,Sigma54_activ_2,Sigma54_activat
KDKFJGNO_02332	224308.BSU21790	8.03e-143	404.0	COG1272@1|root,COG1272@2|Bacteria,1TSFK@1239|Firmicutes,4HAT2@91061|Bacilli,1ZBJJ@1386|Bacillus	91061|Bacilli	S	protein, Hemolysin III	yplQ	0	0	ko:K11068	0	0	0	0	ko00000,ko02042	0	0	0	HlyIII
KDKFJGNO_02333	224308.BSU21800	1.71e-145	410.0	COG0204@1|root,COG0204@2|Bacteria,1UMJA@1239|Firmicutes,4HD2E@91061|Bacilli,1ZEYG@1386|Bacillus	91061|Bacilli	I	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family	ypkP	0	2.3.1.51	ko:K00655	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R02241,R09381	RC00004,RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01004	0	0	0	Acyltransferase
KDKFJGNO_02334	224308.BSU21810	1.21e-124	354.0	COG0262@1|root,COG0262@2|Bacteria,1VB80@1239|Firmicutes,4HIGJ@91061|Bacilli,1ZG71@1386|Bacillus	91061|Bacilli	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	dfrA	0	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	0	0	0	DHFR_1
KDKFJGNO_02335	224308.BSU21820	7.27e-203	560.0	COG0207@1|root,COG0207@2|Bacteria,1TSIR@1239|Firmicutes,4H9QS@91061|Bacilli,1ZAUT@1386|Bacillus	91061|Bacilli	F	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis	thyA	GO:0003674,GO:0003824,GO:0004799,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019438,GO:0019637,GO:0019692,GO:0032259,GO:0034641,GO:0034654,GO:0042083,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046385,GO:0046483,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	0	0	0	Thymidylat_synt
KDKFJGNO_02336	1051501.AYTL01000030_gene2349	8.91e-121	345.0	COG1267@1|root,COG1267@2|Bacteria,1V3I0@1239|Firmicutes,4HH4Y@91061|Bacilli,1ZCY9@1386|Bacillus	91061|Bacilli	I	COG1267 Phosphatidylglycerophosphatase A and related proteins	ltrC	0	3.1.3.27	ko:K01095	ko00564,ko01100,map00564,map01100	0	R02029	RC00017	ko00000,ko00001,ko01000	0	0	0	PgpA
KDKFJGNO_02337	224308.BSU21840	3.47e-148	416.0	2C2Z4@1|root,2ZV7K@2|Bacteria,1V3JN@1239|Firmicutes,4HHVS@91061|Bacilli,1ZGAN@1386|Bacillus	91061|Bacilli	S	YpjP-like protein	ypjP	0	0	0	0	0	0	0	0	0	0	0	YpjP
KDKFJGNO_02338	224308.BSU21850	6.15e-187	519.0	COG2136@1|root,COG2521@1|root,COG2136@2|Bacteria,COG2521@2|Bacteria,1UIYD@1239|Firmicutes,4ISX3@91061|Bacilli,1ZS7M@1386|Bacillus	91061|Bacilli	AJ	Putative SAM-dependent methyltransferase	ypiP	0	0	0	0	0	0	0	0	0	0	0	SAM_MT
KDKFJGNO_02339	224308.BSU21860	9.69e-99	286.0	28NYH@1|root,2ZBVN@2|Bacteria,1V1T3@1239|Firmicutes,4HHZS@91061|Bacilli,1ZGM0@1386|Bacillus	91061|Bacilli	S	Belongs to the UPF0403 family	yphP	0	0	0	0	0	0	0	0	0	0	0	Disulph_isomer
KDKFJGNO_02340	224308.BSU21870	0.0	1108.0	COG0129@1|root,COG0129@2|Bacteria,1TP1R@1239|Firmicutes,4H9ZG@91061|Bacilli,1ZASK@1386|Bacillus	91061|Bacilli	E	Belongs to the IlvD Edd family	ilvD	0	4.2.1.9	ko:K01687,ko:K16786	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,ko02010,map00290,map00770,map01100,map01110,map01130,map01210,map01230,map02010	M00019,M00570,M00582	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35	0	0	ILVD_EDD
KDKFJGNO_02341	224308.BSU21880	8.52e-206	577.0	COG1413@1|root,COG1413@2|Bacteria,1TRJT@1239|Firmicutes,4HBFD@91061|Bacilli,1ZB7F@1386|Bacillus	91061|Bacilli	C	COG0694 Thioredoxin-like proteins and domains	ypgR	0	0	0	0	0	0	0	0	0	0	0	HEAT_2,HEAT_PBS,Nfu_N,Virulence_fact
KDKFJGNO_02342	224308.BSU21890	2.52e-142	402.0	COG1418@1|root,COG1418@2|Bacteria,1V7IZ@1239|Firmicutes,4HIVB@91061|Bacilli,1ZB0E@1386|Bacillus	91061|Bacilli	S	phosphohydrolase	yagB	0	0	ko:K06950	0	0	0	0	ko00000	0	0	0	HD
